school,school_id,certExpirationDate,position,trainerOneFullName,trainerTwoFullName,employeeHash,observedDate
PROSSER HS,609679,06/12/2023,Senior Security Officer,,,828c12f9929c0c3b7960b4830ad21e8ef99d7670253c5e1ebe6c1968c0f8e3fe,2023-07-21
PROSSER HS,609679,06/12/2023,School Security Officer,,,bba5013525d44ce47289bf4d9385cc8712cfeffc85994f7f1cc4d5ac7e760118,2023-07-21
PROSSER HS,609679,06/21/2023,Senior Security Officer,,,13b8e1a14f72a28dfababb881bd70545f71f0f61e51ac1c568b153128daad1d6,2023-07-21
PROSSER HS,609679,11/30/2022,School Security Officer,,,89c84006597ba5ed4ac0584d3dc196620260eef477c3ac3a4f771bfd72cf8c7a,2023-07-21
PROSSER HS,609679,06/15/2023,School Security Officer,,,aacdc759bed3a12c2f73ca788ada3eb8e96e7fe2f0cb5d27058f035652a772a5,2023-07-21
PROSSER HS,609679,06/17/2023,School Security Officer,,,aacdc759bed3a12c2f73ca788ada3eb8e96e7fe2f0cb5d27058f035652a772a5,2023-07-21
PROSSER HS,609679,07/13/2022,School Security Officer,,,bcb9e9d258b771af5e54687322314ed2fd394b46f644d4413d205303d67e45cb,2023-07-21
PROSSER HS,609679,06/14/2023,Senior Security Officer,,,d89e316299ba15a3064fe37dd73f49207b01f7a071ee41b5c89b3667e4d60a12,2023-07-21
PROSSER HS,609679,06/23/2022,School Security Officer,,,5e8b592b0ddbb26353ba9cf72759c5964b2f9c9af44217a5d3fc92f94c13fb5b,2023-07-21
PROSSER HS,609679,06/12/2023,Climate Team Officer*,,,8a73eec16d832452d55e00ccf3b75b43c65c35fdcef2bb878f57e7c242ea1cb2,2023-07-21
PRUSSING,610137,In Progress,Regular Teacher,,,d71f24a7224c7251987e2a83521882c5620e7865d50cd88cfcd13340a0df9e51,2023-07-21
PRUSSING,610137,06/15/2022,School Security Officer,,,1912042c4df1fdb5458d5a69b50b516d83f502b9774b38e21c2ef40907acd10a,2023-07-21
PRUSSING,610137,In Progress,Special Ed Classroom Assist,,,83b33045117f9f762ba0ff64a981b575cb4f01caef8c52996f24b0f00e9a1270,2023-07-21
PRUSSING,610137,05/31/2023,Principal,,,1886a6b5a1a43f5a79ddee1fb65dff31eee5e4193a139bfeb8be06ad1e83842b,2023-07-21
PRUSSING,610137,03/29/2023,Special Ed Classroom Assist,,,9b452f7c3691a434036e8f4af97052d3661bc1fbc664a4838a923d4ad9a67f43,2023-07-21
PULASKI,610138,06/13/2023,School Security Officer,,,68e4898e5e5a2ef0cff4465ce08d18d9d048f1477b7fe6374b6a5fd823dc81ea,2023-07-21
PULASKI,610138,In Progress,Bilingual Sp Educ Classrm Asst,,,ae6ebe8339862d3ae29b6e25556299d5369d45c8e74cece68f57ef4896bd7cbb,2023-07-21
PULASKI,610138,In Progress,Special Ed Classroom Assist,,,878fc5c076f99532c9bcddd230e4f9368e4a0dca35917cd3b6fbf9925323dcd3,2023-07-21
PULLMAN,610139,In Progress,Counseling Assistant,,,0f32747deb1b441b0c7c56b0cbb130eafc4c2ff00590741432c1bd44a60b540a,2023-07-21
PULLMAN,610139,In Progress,Special Ed Classroom Assist,,,5ff7239bb03b2bd2e540f80645ac45076ce69ceeb9958629d8f83fdf336fbec9,2023-07-21
PULLMAN,610139,11/01/2022,School Security Officer,,,582193f94975063240b81b2203bc3b0edf9e1b4134b3812fcfc88ad260558f81,2023-07-21
RABY HS,610334,06/29/2022,School Security Officer,,,4af3b8488db56ea6f19c6c239541311056232fe73f17637873ec0c0f910473db,2023-07-21
RABY HS,610334,In Progress,School Security Officer,,,6c00f592337b860a909afa6b8ba0c514ae79ec815b972a1710d1d35473e9da32,2023-07-21
RABY HS,610334,06/29/2022,Senior Security Officer,,,cb3cf168ccaf30a68c82a51594f1408934904557f128c9e4b69e6d602d870130,2023-07-21
RABY HS,610334,11/01/2022,School Security Officer,,,db33bb9c3e0bf3a674a76f1bc0dda4a92d838234c4b8c6865f06a285753bda16,2023-07-21
RABY HS,610334,05/08/2023,Part-Time Teacher,,,2ad8041c0cec220c68eb61f08e5b8e6dbf21ef9d4c7b7a387fbe14ee4d172d7e,2023-07-21
RANDOLPH,609941,03/29/2023,Special Ed Classroom Assist,,,1853ebe4d1f4130e232f8d6fcfd104a001d9369d53994a1b6a9f6119e4322158,2023-07-21
RANDOLPH,609941,04/17/2023,Hourly - 701 to 1200 Hours,,,57915f511a6e886293da70928b20c1a3e11b1c8b90d7aa7f3accc8f86e7e29ba,2023-07-21
RANDOLPH,609941,08/10/2022,Senior Security Officer,,,13a8c2b6cc1c549fe854d8845e7b6469a82de2aa0caa4529aa774c1e4bc69ced,2023-07-21
RANDOLPH,609941,04/17/2023,Special Ed Classroom Assist,,,2c84a128e2f0b43d46246ed17e745fc35b0fb033edbec5cda2817678ccc90831,2023-07-21
RAVENSWOOD,610141,In Progress,Teacher Assistant,,,463f032e83a1c26e7dfead6fc2ee909a0cea470111e149123ab83a96b9fd6e9e,2023-07-21
RAVENSWOOD,610141,09/23/2022,School Security Officer,,,5ead2af4e710cfe78d8a24147748c2089127768e0edb84a463f7e1d02716bb1c,2023-07-21
RAVENSWOOD,610141,08/03/2022,School Security Officer,,,81f836358bfea19d4fe9cfdab99c9100d451bccbda2a0605009022925c0f31fe,2023-07-21
RAY,610142,06/29/2022,School Security Officer,,,6ee96a6bb4c384e910f6815eb9f0e3b9309820300d7877b8f9241b582c7370b3,2023-07-21
RAY,610142,In Progress,Special Ed Classroom Assist,,,91718ea89514995531fccd7463da14e2f4984c2e2e329ee8b7b56149be1052b6,2023-07-21
RAY,610142,In Progress,Special Ed Classroom Assist,,,7cf0e68be3c48ab07d5f75f35ee6841ea52325c2d61992a4fae025eea91e140f,2023-07-21
RAY,610142,06/29/2023,Youth Intervention Specialist,,,df5f9c7337d323159a2303e37462d4b4afaaccf4fe75d45a25e2d11e31764141,2023-07-21
RAY,610142,06/26/2023,School Security Officer,,,b4fe1eba481f3c09514e04644d95c92f5693b1b9d0b710f9bb4d74181e6891c1,2023-07-21
REAVIS,610143,04/17/2023,Youth Intervention Specialist,,,32a93a1a7575ef96642ed3bbb0baf82f1a13926fd110ce0b0d1c449dc5b901c9,2023-07-21
REAVIS,610143,06/12/2023,Senior Security Officer,,,0cc1c2db7632e5c4a5336efc76f4526e56e13f16bd672616fc9e6445ddb6110a,2023-07-21
REAVIS,610143,06/13/2023,Climate Team Officer*,,,15eba8b378362d045759e86289d9d392253bcb512c54b128b3b6be085471ea0e,2023-07-21
REAVIS,610143,In Progress,Regular Teacher,,,97f48dddef79261992e638f8503dbedf1a914d701b8de2df5f065c7166bdb09f,2023-07-21
REILLY,610144,In Progress,School Counseling Assistant,,,831924c6a15191a00b754613e195f722861dc34b6c59c5e8db8c5094edade762,2023-07-21
REILLY,610144,06/13/2023,School Security Officer,,,226b00a6f03d1068fe61ad3ec7f4a0be3f9915c883b34c9afd242089d1e53c24,2023-07-21
REILLY,610144,06/13/2023,School Security Officer,,,8ee038af7107e4a6beb749c3a88835378e78b10ec920f09dd3732b56b70d6c30,2023-07-21
REILLY,610144,05/08/2023,School Security Officer,,,8bfc255277221bf0a5adc3baf8b9af825e48532bf05db3633b6a4565b1905b53,2023-07-21
REINBERG,610145,In Progress,Special Ed Classroom Assist,,,b6729bad1bc3049059cb2160b275fe73c3f003175b89b73e71361189991a0460,2023-07-21
REINBERG,610145,06/02/2023,School Counselor,,,918a36447d4cdd22d40ab3927fd53f1a8b6af9549066f9c93e651e5718b77a02,2023-07-21
REINBERG,610145,05/08/2023,Principal,,,65e9c74f42b573d8bdd39846eade9de913cab36f0442af0cab0dee90e1b2c361,2023-07-21
REINBERG,610145,06/12/2023,School Security Officer,,,cb308b41c894745a14c4c26428bca727f776b6212e83cf50dee6cc3b2443ed7c,2023-07-21
REINBERG,610145,08/01/2022,School Security Officer,,,72ac4c1da22c7e27424cf7940d2da1f214900edcbdde27038ac87ec8a8b5db40,2023-07-21
REINBERG,610145,In Progress,Special Ed Classroom Assist,,,5792c321173c034665966b9ca14cad29de7a36da706c2782c0f00ee1943ab426,2023-07-21
REVERE,610146,06/13/2023,School Security Officer,,,a8bfdbd18537bd40afe85cc1f2f9d071821768f3935016f4bdd97ff1ae7c1273,2023-07-21
REVERE,610146,03/22/2023,School Counselor,,,bf255c4408e732e23e8cd3bbc379ef2468075bfea30b4189db2549c91ddf42ab,2023-07-21
RICHARDS HS,609682,In Progress,School Clerk,,,37e9638e752ed349472c48fa30f569645558d93294619f483880f1fa5950f410,2023-07-21
RICHARDS HS,609682,04/13/2023,School Culture Coordinator,,,4582aeefdd6fd4fea8a4afd5be3c0e3e8f3bc90b4d063616ea29316e118b8fb1,2023-07-21
RICHARDS HS,609682,03/16/2023,Special Education Teacher,,,85229af7fd5a331315d52d0bdd6002224ce5c1bcbe38bee529594762c0d47e87,2023-07-21
RICHARDS HS,609682,06/12/2023,Senior Security Officer,,,7a5ded75722f98269602802c02169fb227a6402833a76252c8ab200c2a9619be,2023-07-21
RICHARDS HS,609682,In Progress,School Security Officer,,,cd879b664af728aafe19118bd23a9bb3677da2b5e25bcbd1c31878439a931492,2023-07-21
RICHARDS HS,609682,06/28/2023,Senior Security Officer,,,5012978f1b543c141c7549d38106c72c3026e64c3208087b28988c2ba088d88c,2023-07-21
RICHARDS HS,609682,06/15/2022,School Security Officer,,,8c2fb983119555bf430c6aa656b7cb769de233175ccc4197a87f38c339dcbd74,2023-07-21
RICHARDSON,610588,11/15/2022,School Security Officer,,,5fe37c07993737b8121cb41f2afd0f933aae16d253af5d3a6c994ec4e3616b72,2023-07-21
RICHARDSON,610588,05/22/2023,Case Manager,,,defc7e3a99929f95c82348871f144127d848367591f5bc6b0691aecf0c94300f,2023-07-21
RICHARDSON,610588,07/21/2022,School Security Officer,,,c78e59d7e246f0bc0dcb307526e565b0844b581a98e0c29345ba4ae4cf783b52,2023-07-21
RICHARDSON,610588,08/19/2022,School Security Officer,,,db8300d471bcb6cfaf185619ca21efe909798647ba9f5502eaaa3a693cd173f1,2023-07-21
RICHARDSON,610588,In Progress,Special Ed Classroom Assist,,,3314382183a644910c1fc919cec7dce2231c473b4d3219337dc46ec1215f3689,2023-07-21
RICHARDSON,610588,05/30/2023,Assistant Principal,,,40fa3037511fbe1860bf57aa6416269fe535fd971b9c54d3c1c5bd758801f2fa,2023-07-21
RICHARDSON,610588,06/14/2023,School Security Officer,,,86abfc892bb2bfd89572a179ee24dbcf1691bafca7311fbfc3663b03a1534224,2023-07-21
RICKOVER MILITARY HS,610390,06/14/2023,School Security Officer,,,d5ead233d1377166f9c508a9da08e39190c2e19fee35d30377e18911d5eae569,2023-07-21
RICKOVER MILITARY HS,610390,09/26/2022,School Security Officer,,,b4e619e57316fb5027020b4ba7651eef5cab02e152cd072944ae3ea51eae53ad,2023-07-21
RICKOVER MILITARY HS,610390,In Progress,Special Ed Classroom Assist,,,ff42316b87558c521e37ad35100dd85549aa98809b413a9b3806a4adda4fd2e8,2023-07-21
RICKOVER MILITARY HS,610390,06/27/2022,School Security Officer,,,5ca29f0e02ddd76fa7e50de9efa67469489f64da3107ec9fb10f204edbf68253,2023-07-21
RICKOVER MILITARY HS,610390,08/03/2022,School Security Officer,,,f584907283135d853aeac61611914cefe2a8d9e69fdf2e719c29d800703048b1,2023-07-21
RICKOVER MILITARY HS,610390,07/15/2022,School Security Officer,,,08d7519f55b2d305e8125f85ee8ce4db262549856a77f380dd7f63cbf99c1c95,2023-07-21
ROBINSON,610256,07/21/2022,School Security Officer,,,8504e8e6030600d94f8cd4d5aa7bd21784784977cb069b2d24f0a78e7f4ddf05,2023-07-21
ROBINSON,610256,In Progress,Special Ed Classroom Assist,,,95b66737bbd843a8bfa5dc1236665147027936fccbc36bc1dcdbb3ad4991721f,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,893d8ba8fc7b76fbdbdc8bd19a8280cbe557707837209fbfd95252fe376806bc,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,9df528a4f4e272c1b8d5b66d186e47bc26d8c74c1e425c52465429706885fa0e,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,165f13fcac2de11b7926b5d9d7031a26eb9a58235f4668093624ea1d055663f3,2023-07-21
ROGERS,610147,In Progress,Special Education Teacher,,,809e3de6ced175acd75731b8d0763f11f0c23282dfba38e670c3c33d197d246c,2023-07-21
ROGERS,610147,In Progress,School Assistant,,,d85d20183699e4934fd118b6f4fa7bed7b56d96190a71ee7395728f23d827d95,2023-07-21
ROGERS,610147,06/22/2023,School Security Officer,,,0984343627c9f023c1bf825bdc054a6acfc2709e7ea05ce1b14644ffeed8bbc9,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,043b7c72e517d6e967103b0bb6bd48f5a1e7b191acfd46f8785fcc5656fae0b4,2023-07-21
ROGERS,610147,06/05/2023,Regular Teacher,,,ea5d4182d0153e7453ad90f9919b1aad24e9f41bdfcc0dd442543dac1daf8653,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,6759dd5f3387bff0a51e2a3ab66c7a04b8198a39ca9b97e7680306454480781b,2023-07-21
ROGERS,610147,In Progress,Special Education Teacher,,,1ec6555faa5eda58b9722b663d03dd612204b6ff4ebd9153f3d91a2ba57361bc,2023-07-21
ROGERS,610147,In Progress,Special Education Teacher,,,05e9854b5dc9a15cec3cf87b21c986f2d293a55226338fa2238ec1cf67821946,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,352467cb18628dc4ffa9774e9a0b0ee14360a8dcdadacf3294918d5bd63b1dbc,2023-07-21
ROGERS,610147,02/27/2023,Lead Coach,,,501ce7ba509ec0cfc5468d11eb43a84d6c07c6fdeab740e11e38c386feed7e83,2023-07-21
ROGERS,610147,In Progress,Special Education Teacher,,,98d73be537799f9bf11c8fcaae645c172fa47ff32f7290d9a12da63250e3e3b0,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,7afb161f9ffcec1321c214e44767367c51bde8ea3b939c6e67026651d64e929e,2023-07-21
ROGERS,610147,03/17/2023,Special Education Teacher,,,07f3200c9379f63596027ec4dc15867f3cdc34d2a5d7f144a58d01d88d96b1fe,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,81339582e1137b30bdec8b4c66846e97e36945dac34ee44a82d5ea49450a94df,2023-07-21
ROGERS,610147,In Progress,Special Ed Classroom Assist,,,f830265717723969c44025c0d50df6a4f61bb6d5929c46be271bb8f28436ff5a,2023-07-21
ROOSEVELT HS,609728,06/22/2023,School Security Officer,,,c80b617e358b11329292d8cc06520fe2b058435a8688c2238131e9a9b63ef15c,2023-07-21
ROOSEVELT HS,609728,In Progress,School Security Officer,,,1c01162bf087d531788ef12ff69cef815899b1d029f54ae035138af65f6ace03,2023-07-21
ROOSEVELT HS,609728,09/26/2022,School Security Officer,,,4b90d7b9e125ec5453c3dca9da0b4842ae47f410d5a5cfbc62aa0aff956728de,2023-07-21
ROOSEVELT HS,609728,03/29/2023,School Security Officer,,,7a16176fd9d1bb18070999c3d3d53f840467d71fe30117360fcaa51519ed30f1,2023-07-21
ROOSEVELT HS,609728,03/13/2023,At Risk Student Coordinator,,,296f16ef9e57df6b86899cfbffb36c1019c7df86db908e14e248a4fd775bd5d8,2023-07-21
ROOSEVELT HS,609728,03/29/2023,School Clerk (Bilin Spanish),,,976fbbdcbef48490974d479198b437e5842e6fff6c2dc14a82306cbcd6bb2db9,2023-07-21
RUDOLPH,610308,In Progress,Case Manager,,,f9d7785e5becd315e7102c46650f57080c12d757d00854ef54344694d46b1eff,2023-07-21
RUDOLPH,610308,08/10/2022,School Security Officer,,,f5a8527c090aa2fc541069062d3ec33f00787a39f1ef110424d520471d96a513,2023-07-21
RUGGLES,610152,In Progress,Special Ed Classroom Assist,,,3c5985f59f8b2f17783ddaeb60ecdf4f22ae82dadc625f0a8a465afc303415da,2023-07-21
RUGGLES,610152,06/12/2023,Senior Security Officer,,,bc3e9f56e4afc3a7c5c120f124fa2650735d08ed5ab9b54de32e45d7ae71dcde,2023-07-21
RUGGLES,610152,In Progress,School Counseling Assistant,,,1a0a30392e16311a648403923b04a2c872cb0f24aa887df495635853f584f827,2023-07-21
RUIZ,610125,06/14/2023,School Security Officer,,,cfd0aa19eecd006dcfad607fbb2c206481840359776a8510a27159a990018ef3,2023-07-21
RUIZ,610125,06/14/2023,School Security Officer,,,85ef1a7f37ee13bcd97a57f659d73be589ec2757b17413b101ee8654f52c5f80,2023-07-21
RUIZ,610125,05/25/2023,Special Ed Classroom Assist,,,719a5d99622bb8b0f6dfece10891afd405c33bc8047af4a641c8c243f9931269,2023-07-21
RUIZ,610125,05/10/2023,Part Time Security,,,310b206beb304ef52dc2552f8db0084fdf38898f6466054095fa3d3234b77eed,2023-07-21
RYDER,610153,06/21/2023,Senior Security Officer,,,3ea29ef7fdfa020c5e3a0fffa0cdf16447e87b6884ae882e83b4cc7f3e631ac6,2023-07-21
RYDER,610153,In Progress,Student Special Svc Advocate,,,ee00c40e8ecdd1557da55f00b0b8d879a78b6421302fe626b100d8fe47012e70,2023-07-21
RYDER,610153,06/26/2023,Senior Security Officer,,,091c9ea5081cec10e01ceef40b4113828e39ba8e388b3e4bc9189473eb4497e5,2023-07-21
SABIN,610342,06/27/2022,School Security Officer,,,2b0c8b32d7dfcbe27dfc2a6361fb3f59c6dd39cee4dfb3ab87450a45635a2866,2023-07-21
SABIN,610342,In Progress,School Counseling Assistant,,,f20148c6753101566f02e3fbcedbc46b1986db8d47d77a5f4d99e5bede152f5a,2023-07-21
SABIN,610342,In Progress,Special Ed Classroom Assist,,,16cc68678f125239486a183598a25b7d23b2acff80f105b45fd063a1f07c8901,2023-07-21
SADLOWSKI,610586,In Progress,Case Manager,,,958cdbf2c4db3260e2b1f0ef1f90688828b82dd6d34e6b088a722b36a71a8824,2023-07-21
SADLOWSKI,610586,In Progress,Special Education Teacher,,,e9fe07fa1266368e0566010ed0e988992258aaa6bdbc792b7f2ff4c210b3c8dc,2023-07-21
SADLOWSKI,610586,In Progress,Principal,,,69eac1941f39d815d43f99648c55fd6c85aeea6ad232452ebc44bd5f31abbb42,2023-07-21
SADLOWSKI,610586,06/20/2023,School Security Officer,,,4429e0e13e70ea51f2dc0c9f582e58a2e90a8d6f47e4e9100baea888b905efda,2023-07-21
SADLOWSKI,610586,08/03/2022,School Security Officer,,,5be17590e721239500358856ac7334879708b14758db4db87012ec96f8ae50b9,2023-07-21
SALAZAR,610250,06/23/2022,Senior Security Officer,,,1a0bbed35b121ab323bef5943c7431421314c43ac50691956ef10dae2a3b7a3c,2023-07-21
SALAZAR,610250,In Progress,Culture and Climate Coordinator,,,1beaf38fa8f33f92651a016ba77cbd25b564ad96fe4571527d97e472e40f4d5c,2023-07-21
SALAZAR,610250,05/26/2023,Special Education Teacher,,,4f3a66cdde745bdfe2657244eda410ccfd19d2672a1f5b3f8d556ae865a7b33a,2023-07-21
SANDOVAL,610226,05/09/2023,Special Ed Classroom Assist,,,e30f5940dab56c5a0df5e5e9ff7037dd5d4bf12abc61dc185ed9a91240c6f3da,2023-07-21
SANDOVAL,610226,06/13/2023,Climate Team Officer*,,,164d56127e0008637d767d73169376c556be180053ffc13379e5478e5c6f17aa,2023-07-21
SANDOVAL,610226,06/13/2023,School Security Officer,,,a67f680147cc53ca163ec14aee685db55e1c9872efb6d0094625118e47e44a66,2023-07-21
SANDOVAL,610226,06/13/2023,Senior Security Officer,,,df7424f85f2e007d355ebc073b1a58ba16862ad26c13ce894fe03b26330b6e37,2023-07-21
SANDOVAL,610226,06/27/2023,Assistant Principal,,,9bffbe3de6f8b8d276a52f4498d2429c426e368701edf2917c93d2319da65e70,2023-07-21
SANDOVAL,610226,06/08/2023,Case Manager,,,c62bb9d81e245feac57ce4d40233a1d6134e705e33f4cc9eeb353223ba6b5040,2023-07-21
SAUCEDO,610017,03/20/2023,Youth Intervention Specialist,,,09f22b05278135a7862d4e614f3f8bae831b68a8c94b9780020f0ad24502a133,2023-07-21
SAUCEDO,610017,06/20/2023,Senior Security Officer,,,756195f984132b3489392b3e37857ecbfd6d4138461c4a34551af38633b30a5d,2023-07-21
SAUCEDO,610017,10/26/2022,School Security Officer,,,9708d6b8038bee23453ca826e98aa5703770bba92fbc22c71e7f54ecc9dcbb3a,2023-07-21
SAUCEDO,610017,06/17/2022,Senior Security Officer,,,4263bc03f70292fbc75e9d4d58a73f3ed47ead6253d8b5921bf122149ad7a100,2023-07-21
SAUCEDO,610017,In Progress,Case Manager,,,e349a30c2961d6c5f4abc4387da88c23bf9b13396a9b70f0390c11045f23dcf2,2023-07-21
SAUGANASH,610155,06/15/2022,School Security Officer,,,8826b5f45fd015f6aecb13bb6caf633a0b83dccef79d747cc3df23088c16d737,2023-07-21
SAUGANASH,610155,In Progress,Assistant Principal,,,918a4ceb803467abdff1899551d641d777cf3fd8334ec098fd62d7bb5c50dd00,2023-07-21
SAWYER,610157,06/07/2023,Assistant Principal,,,451367fba09a44383e75c53ad64c01f984fcbfcb94b7571ca28f9e29575220e7,2023-07-21
SAWYER,610157,06/29/2022,Senior Security Officer,,,b965d1cdc25d423fe4d4f4fcf393feed98835288330fb7cd4619c9abf438f3d8,2023-07-21
SAWYER,610157,06/28/2023,School Security Officer,,,8e4e7baab78225518787bfd22dc9d926490de3853a1ec097a596a19cb82aa13b,2023-07-21
SAWYER,610157,In Progress,Special Ed Classroom Assist,,,d08b52a3192b7e95f62c0263c04cf8a3d3a2420e13fd4a5cb612ddb7f683569f,2023-07-21
SAYRE,610158,In Progress,Special Ed Classroom Assist,,,479f948d67e2b709a36bbaf28a939bdb9b2b52339883d7e7d28e329efa845211,2023-07-21
SAYRE,610158,In Progress,Special Ed Classroom Assist,,,18faf4be08937fd2be966e6b820b0ee5bf7fa3ea8cb1f7263ca0f50754bb98dd,2023-07-21
SAYRE,610158,In Progress,School Counselor,,,b5ecd7364fd822d353870833cbff61a4ec1d927d3053bdfd609c4a0b152c1bcb,2023-07-21
SAYRE,610158,In Progress,Special Ed Classroom Asst,,,694d11010b9a2c3351626b7ecc879a8954ed78ae559810a348071aac81c1f3f8,2023-07-21
SAYRE,610158,In Progress,Special Ed Classroom Assist,,,740a4d9cea705ea3a12d0b8c0b2344f967692510bfae064eb545efcf7cc1a916,2023-07-21
SAYRE,610158,In Progress,Special Ed Classroom Assist,,,ca126e3fc645583960e567f068ddc243c3b9e2c25732f67939a63547b1c45573,2023-07-21
SAYRE,610158,06/22/2023,Senior Security Officer,,,42a621668eaa2aa3d78a446123348908843738ff1f4befd540ef3e55d19c8b5c,2023-07-21
SCAMMON,610159,06/20/2023,School Security Officer,,,99e674cb41b60282ecc4437f6f39d3dd98fcff893956a81d86d0f28096a22af6,2023-07-21
SCAMMON,610159,05/01/2023,Bilingual Sp Educ Classrm Asst,,,33e94150f29204995b4e82a320473516eb5f762ea71d145c07545c1af22a2f25,2023-07-21
SCAMMON,610159,05/23/2023,Case Manager,,,66985552f8ce1a762737cc6e5ff2b455003957d1a530ca153119c38af69d512e,2023-07-21
SCAMMON,610159,06/29/2022,School Security Officer,,,ebbcf3b878c513687099f85149c5046f17503e2209fda4d38ac54e3085a15891,2023-07-21
SCHMID,610178,01/09/2023,School Security Officer,,,548102fc4b362955c52d79070c04ed3a2c8a8569a411d4bae741852aabeb349a,2023-07-21
SCHMID,610178,09/26/2022,School Security Officer,,,db30995c50a09997b62958328f9cc729752d2448214ee4e5bcb2f0e4aef8430e,2023-07-21
SCHUBERT,610165,In Progress,Instructor Assistant,,,91762cbf58ff607fadbe6afdcee1c21e72b78a0e8ebcc3914b93010f4d3796ae,2023-07-21
SCHUBERT,610165,02/27/2023,Regular Teacher,,,097c5fbff0a6ed1ee33d3060ddb12523e22ee3ecfe28d96bfbb6b74c0bb6792f,2023-07-21
SCHUBERT,610165,02/27/2023,Bilingual Teacher,,,7ecfa10e1e3556fdd4a0514b703095372e9a02a5c9f1113ec4228da6d798ff76,2023-07-21
SCHUBERT,610165,02/27/2023,Special Education Teacher,,,f44403713ba9267ea7a2dcd617d12cad78c92ffe006a3273258ae6a5dea4bfad,2023-07-21
SCHUBERT,610165,05/01/2023,Case Manager,,,585248a6bfe876db74ceaf7f28fa50004e8448960ec3977e76050b07c4065d4f,2023-07-21
SCHUBERT,610165,02/27/2023,Assistant Principal,,,1a139511c1fd27dd266a856f93e52fa34409c4624a04097523657ca6a8196f9f,2023-07-21
SCHUBERT,610165,02/27/2023,Regular Teacher,,,43773f4bab8e01084ccdf337c92e54507dacee5f9bc134710ed2e594d8fde6f3,2023-07-21
SCHUBERT,610165,02/27/2023,Regular Teacher,,,bbf8f2298572c3271b5971e3297e93c90429fe18e40f0d54c9dc269537fffe96,2023-07-21
SCHUBERT,610165,02/27/2023,Special Education Teacher,,,f99f139a1f914ae82ec3fb577c0f068888907b4ce69f26d95453fb61f5c6d508,2023-07-21
SCHURZ HS,609729,07/21/2022,School Security Officer,,,d33d8c940cf655930c4b4f538dcd47ce0c24b8684a077da4f852dcc2c3b2b185,2023-07-21
SCHURZ HS,609729,03/23/2023,Part Time Security,,,ef4134e2b37ef88d23d8c1b5866bfe9410682288865e6365bf63403d428583ed,2023-07-21
SCHURZ HS,609729,06/28/2023,School Security Officer,,,6429504db4ec51176186e4a5147d78ea5b4e563cc23380e67b9fd5eaf15214db,2023-07-21
SCHURZ HS,609729,06/29/2022,School Security Officer,,,dde2038111b92eb81a1b53156ab16da659a3ea50d18ba374b107b36c3fc8bdc2,2023-07-21
SCHURZ HS,609729,10/26/2022,School Security Officer,,,9938fdf23b4be9d95c04e7e9b3523ac26b50ccedf5ac977deec1bfeb4d1fab19,2023-07-21
SCHURZ HS,609729,06/22/2023,School Security Officer,,,8012cbd25ab823256415690a7c9229ae046a3a8f0c9eafb8967c84f65d5797f8,2023-07-21
SCHURZ HS,609729,03/29/2023,School Security Officer,,,7ded250b3aee5b6e74c0e9fad256bcf27599ed14518288073f3370cf4f92ffe1,2023-07-21
SCHURZ HS,609729,01/24/2023,Part Time Security,,,36366182420e2cc781eb1449ede570aa7ca1935e1a70fc346e92d331d4f36eaf,2023-07-21
SCHURZ HS,609729,03/29/2023,School Security Officer,,,320c9232e202ec66580c2a759502acf45f159b5000547c13bb4db0dd4900be54,2023-07-21
SCHURZ HS,609729,10/12/2022,School Security Officer,,,9083dd17fa0afae55d41aee377fb3f4aee47c6f66ddca15d8c65a254afe13de4,2023-07-21
SCHURZ HS,609729,11/01/2022,Senior Security Officer,,,ec10b3d3ad1120aff9ded6d4e96e282b6e7ac4efc653504ec2c4a79bf351fd4a,2023-07-21
SCHURZ HS,609729,In Progress,Special Education Teacher,,,3bb7524de38516a01792d68702511769d9d17ecdc48c3f4ec01c025ec756b216,2023-07-21
SCHURZ HS,609729,08/08/2022,School Security Officer,,,934851a93235be215a1a5cba3c6abadf07c74fc1265f3a972be72f379ee4ec96,2023-07-21
SCHURZ HS,609729,12/12/2022,Senior Security Officer,,,812f75f9d635cfe90e3cd82dd26ce3ed7488d95978ef06b2ad5d99db94d1eb0a,2023-07-21
SENN HS,609730,06/12/2023,School Security Officer,,,30ebf186e5fc2a7b55fa0bb1b9d5091d4e2a717a8557d1fb2feea442480e5bd2,2023-07-21
SENN HS,609730,06/20/2023,School Security Officer,,,b8547890f7a53f020caf30e92039a958bb86c728278f478b6fa5b4ee0ea9ffd8,2023-07-21
SENN HS,609730,06/13/2023,Senior Security Officer,,,c0c0ae88dfa2ecf106af6119d999dcf0db7a23c958f69fd444780407ed9eb112,2023-07-21
SENN HS,609730,04/10/2023,Principal,,,0a7cd97b3873d0961d479cd2b6ee436574c97e0efcd60f6b1454e210bd0ab641,2023-07-21
